,Disease,Symptoms
167,poisoning due to antidepressants,"depression, disturbance of memory, drug abuse, headache, sleepiness, abusing alcohol, allergic reaction, weakness, fainting, muscle pain, emotional , back weakness"
168,infection of open wound,"abnormal appearing skin, leg pain, fever, hand or finger swelling, skin lesion, skin on arm or hand looks infected, leg swelling, chills, fluid retention, insomnia, decreased appetite, skin swelling"
169,deep vein thrombosis (dvt),"leg pain, leg swelling, abnormal appearing skin, peripheral edema, arm swelling, paresthesia, foot or toe swelling, ankle swelling, leg stiffness or tightness, leg cramps or spasms, leg lump or mass, disturbance of smell or taste"
170,protein deficiency,"weakness, nausea, vomiting, decreased appetite, ache all over, fatigue, depression, dizziness, shortness of breath, sharp abdominal pain, constipation, smoking problems"
171,myoclonus,"abnormal involuntary movements, seizures, eye moves abnormally, problems with movement, fainting, drainage in throat, sleepiness, arm cramps or spasms, disturbance of memory, insomnia, loss of sensation, muscle swelling"
172,bone spur of the calcaneous,"foot or toe pain, ankle pain, foot or toe swelling, leg pain, paresthesia, problems with movement, joint pain, weight gain, muscle pain, elbow pain, heartburn, ankle swelling"
173,von willebrand disease,"nosebleed, itchy scalp, fatigue, long menstrual periods, wrist pain, blood in stool, arm pain, heavy menstrual flow, burning abdominal pain, muscle swelling, low back weakness, abnormal size or shape of ear"
174,open wound of the back,"skin lesion, lower body pain, weight gain, throat feels tight, irregular heartbeat, lymphedema, skin growth"
175,heart block,"sharp chest pain, shortness of breath, dizziness, fainting, weakness, palpitations, chest tightness, peripheral edema, decreased heart rate, weight gain, increased heart rate, irregular heartbeat"
176,colonic polyp,"rectal bleeding, blood in stool, constipation, sharp abdominal pain, diarrhea, upper abdominal pain, heartburn, pain of the anus, regurgitation, flatulence, changes in stool appearance, discharge in stools"
177,hypospadias,"retention of urine, recent weight loss, unusual color or odor to urine,  of the scrotum and testes, skin growth, suprapubic pain, penis pain, jaundice"
178,magnesium deficiency,"dizziness, sharp abdominal pain, leg pain, sharp chest pain, palpitations, vomiting, weakness, seizures, shortness of breath, nausea, diarrhea, leg cramps or spasms"
179,female infertility of unknown cause,"infertility, unpredictable menstruation, long menstrual periods, scanty menstrual flow, unwanted hair, absence of menstruation, bleeding or discharge from nipple, loss of sex drive, pain during intercourse, irregular belly button"
180,pericarditis,"sharp chest pain, shortness of breath, difficulty breathing, chest tightness, sharp abdominal pain, nausea, irregular heartbeat, fainting, palpitations, lower body pain, hurts to breath, lymphedema"
181,attention deficit hyperactivity disorder (adhd),"depressive or psychotic , depression, anxiety and nervousness, hostile behavior, excessive anger, restlessness, temper problems, drug abuse, obsessions and compulsions, low self-esteem, lack of growth, antisocial behavior"
182,neuromyelitis optica,"painful urination, ache all over, arm pain, loss of sensation, weakness, diminished vision, vulvar sore, excessive growth, knee lump or mass, nailbiting, shoulder swelling, neck cramps or spasms"
183,pulmonic valve disease,"lack of growth, leg pain, shortness of breath, low back pain, elbow weakness, elbow cramps or spasms, excessive growth, feeling hot and cold, wrist weakness, low back weakness, emotional , nailbiting"
184,tietze syndrome,"sharp chest pain, rib pain, shortness of breath, cough, back pain, chest tightness, side pain, nausea, hurts to breath, difficulty breathing, pain or soreness of breast, loss of sensation"
185,cranial nerve palsy,"double vision, headache, diminished vision, abnormal involuntary movements,  of the face, loss of sensation, abnormal movement of eyelid, pupils unequal, pain in eye, facial pain, difficulty speaking, cramps and spasms"
186,injury to the arm,"wrist pain, elbow pain, arm pain, hand or finger pain, loss of sensation, wrist swelling, hand or finger swelling, joint pain, elbow swelling, arm swelling, arm stiffness or tightness, bones are painful"
187,conversion disorder,"seizures, depression, sweating, allergic reaction, weakness, sore throat, anxiety and nervousness, abnormal involuntary movements, fatigue, cough, focal weakness, fainting"
188,complex regional pain syndrome,"loss of sensation, leg pain, foot or toe pain, paresthesia, back pain, ache all over, arm pain, hand or finger pain, low back pain, neck pain, abnormal involuntary movements, problems with movement"
189,otosclerosis,"diminished hearing, dizziness, plugged feeling in ear, ear pain, elbow weakness, nailbiting, low back weakness, emotional , elbow cramps or spasms, underweight, wrist weakness, muscle swelling"
190,injury to the trunk,"back pain, rib pain, sharp chest pain, low back pain, neck pain, shoulder pain, headache, lower body pain, bones are painful, wrist pain,  of the scrotum and testes, sinus congestion"
191,hypothyroidism,"fatigue, weight gain, too little hair, muscle pain, hot flashes, leg cramps or spasms, absence of menstruation, poor circulation, wrist swelling, feeling cold, thirst"
192,primary insomnia,"insomnia, abnormal breathing sounds, fatigue, apnea, sleepiness, headache, anxiety and nervousness, sleepwalking, seizures, neck pain, abnormal involuntary movements, delusions or hallucinations"
193,lice,"itchy scalp, skin rash, cough, itching of skin, smoking problems, skin lesion, fever, nasal congestion, warts, skin oiliness, leg lump or mass, sneezing"
194,vitamin b12 deficiency,"fatigue, paresthesia, disturbance of memory, problems with movement, sweating,  of the face, heartburn, hot flashes, leg cramps or spasms, abnormal appearing tongue, too little hair, knee stiffness or tightness"
195,diabetes,"weight gain, thirst,  of the kidneys"
196,vulvodynia,"pelvic pain, sharp abdominal pain, lower abdominal pain, pain during pregnancy, nausea, back pain, vaginal pain, side pain, vaginal discharge, burning abdominal pain, painful urination, cramps and spasms"
197,endometriosis,"pelvic pain, sharp abdominal pain, lower abdominal pain, painful menstruation, heavy menstrual flow, burning abdominal pain, infertility, intermenstrual bleeding, hot flashes, absence of menstruation, vaginal pain, chills"
198,vasculitis,"skin rash, skin lesion, headache, leg pain, dizziness, lymphedema, foot or toe swelling, plugged feeling in ear, skin irritation, swollen tongue, leg lump or mass, leg stiffness or tightness"
199,concussion,"headache, dizziness, neck pain, vomiting, disturbance of memory, nausea, back pain, facial pain, sleepiness, rib pain, double vision, difficulty speaking"
200,oral leukoplakia,"tongue lesions, fever, hemoptysis, skin swelling, gum pain, mouth pain, elbow cramps or spasms, elbow weakness, excessive growth, underweight, low back weakness, wrist weakness"
201,chronic kidney disease,"fatigue, shortness of breath,  of the kidneys, peripheral edema, feeling cold, unusual color or odor to urine"
202,bladder disorder," of bladder, blood in urine, frequent urination, sharp abdominal pain, retention of urine, involuntary urination, suprapubic pain, painful urination, bladder mass, coryza, pelvic pain, lower abdominal pain"
203,chorioretinitis,"diminished vision, spots or clouds in vision, eye burns or stings, pain in eye, itchiness of eye, double vision, foreign body sensation in eye, muscle swelling, elbow cramps or spasms, pus in urine, low back weakness, knee cramps or spasms"
204,priapism,"penis pain, painful urination, back pain, pain during intercourse, leg cramps or spasms, impotence, drug abuse, allergic reaction, premature ejaculation, ache all over, abusing alcohol, elbow weakness"
205,myositis,"leg pain, knee pain, skin rash, back pain, headache, loss of sensation, paresthesia, muscle pain, hip pain, lower body pain, leg weakness, problems with movement"
206,mononucleosis,"sore throat, fever, headache, swollen lymph nodes, fatigue, ache all over, ear pain, cough, nasal congestion, skin rash, feeling ill, nausea"
207,neuralgia,"back pain, leg pain, loss of sensation, neck pain, low back pain, ache all over, arm pain, foot or toe pain, headache, hip pain, paresthesia, shoulder pain"
208,polycystic kidney disease,"side pain, blood in urine, sharp abdominal pain, kidney mass, back pain, low back pain, painful urination,  of the kidneys, retention of urine, frequent urination, suprapubic pain, skin growth"
209,bipolar disorder,"depressive or psychotic , depression, anxiety and nervousness, insomnia, hostile behavior, delusions or hallucinations, abusing alcohol, drug abuse, excessive anger, temper problems, fears and phobias, obsessions and compulsions"
210,amyloidosis,"shortness of breath, fatigue, anxiety and nervousness,  of the kidneys, congestion in chest, fever, weakness, abnormal appearing skin, wrist weakness, nailbiting, eye strain, feeling hot and cold"
211,chronic inflammatory demyelinating polyneuropathy (cidp),"loss of sensation, weakness, problems with movement, leg weakness, leg cramps or spasms, abnormal involuntary movements, facial pain, fatigue, hand or finger weakness, focal weakness, dizziness, leg pain"
212,gastroesophageal reflux disease (gerd),"sharp chest pain, sharp abdominal pain, vomiting, heartburn, cough, nausea, burning abdominal pain, upper abdominal pain, difficulty in swallowing, regurgitation, chest tightness, hoarse voice"
213,vitreous hemorrhage,"diminished vision, spots or clouds in vision, blindness,  of eye, pain in eye, bleeding from eye, lacrimation"
214,poisoning due to antimicrobial drugs,"skin rash, allergic reaction, problems with movement, abnormal involuntary movements, vomiting, nausea, posture problems, shortness of breath, depressive or psychotic , paresthesia, cough, peripheral edema"
215,open wound of the mouth,"tongue lesions, toothache, seizures, lip swelling, bleeding in mouth, tongue bleeding, mouth pain, peripheral edema, neck swelling, gum pain, sneezing, mouth ulcer"
216,scleroderma,"skin lesion, skin rash, skin dryness peeling scaliness or roughness, abnormal appearing skin, itching of skin, skin growth, lip swelling, skin irritation, warts, feeling ill, irregular appearing scalp, acne or pimples"
217,myasthenia gravis,"double vision, weakness, fatigue, abnormal movement of eyelid, dizziness, focal weakness, headache, shortness of breath, diminished vision, slurring words, arm weakness, coughing up sputum"
218,hypoglycemia,"depressive or psychotic , weakness, dizziness, fainting, nausea, seizures, abnormal involuntary movements, decreased appetite, feeling ill, sweating, sleepiness, problems with movement"
219,idiopathic absence of menstruation,"absence of menstruation, sharp abdominal pain, unpredictable menstruation, nausea, pelvic pain, long menstrual periods, vaginal discharge, lower abdominal pain, pain or soreness of breast, weight gain, vaginal itching, heartburn"
220,dislocation of the ankle,"ankle pain, ankle swelling, foot or toe pain, eye strain, elbow weakness, elbow cramps or spasms, wrist weakness, feeling hot and cold, low back weakness, underweight, emotional , muscle swelling"
221,carbon monoxide poisoning,"headache, nausea, dizziness, vomiting, diarrhea, depressive or psychotic , sleepiness, frontal headache, fainting, low back weakness, emotional , elbow cramps or spasms"
